movie_title,actor_1_facebook_likes,gross,language,director_name,title_year,genres,movie_facebook_likes,season,movie_imdb_link,movie_lens_rating,imdb_score,plot_keywords,aspect_ratio,num_critic_for_reviews,country,duration,facenumber_in_poster,director_facebook_likes,week_day,actor_3_name,num_user_for_reviews,color,date,cast_total_facebook_likes,actor_2_name,actor_3_facebook_likes,num_voted_users,actor_1_name,actor_2_facebook_likes,budget
Happily NEver After,4000,15519841,English,Paul Bolger,2006,Adventure|Animation|Comedy|Family|Fantasy,261,winter,http://www.imdb.com/title/tt0308353/?ref_=fn_tt_tt_1,4.5,4.5,apostrophe in title|cinderella|first of series|punctuation in title|three word title,1.85,93,USA,75,3,0,4,Rob Paulsen,71,Color,1/5/2007 0:00,6863,George Carlin,677,8693,Sarah Michelle Gellar,769,47000000
Harry Potter and the Sorcerers Stone,11000,317557891,English,Chris Columbus,2001,Adventure|Family|Fantasy,16000,fall,http://www.imdb.com/title/tt0241527/?ref_=fn_tt_tt_1,3,7.5,based on novel|birthday|evil wizard|quidditch|wizard,2.35,258,UK,159,4,0,4,Verne Troyer,1571,Color,11/16/2001 0:00,13191,Fiona Shaw,645,444683,Daniel Radcliffe,687,125000000
Harts War,13000,19076815,English,Gregory Hoblit,2002,Drama|War,997,winter,http://www.imdb.com/title/tt0251114/?ref_=fn_tt_tt_1,4.5,6.3,colonel|honor|lieutenant|pilot|racism,2.35,112,USA,125,0,40,4,Rory Cochrane,196,Color,2/15/2002 0:00,15916,Cole Hauser,407,43651,Bruce Willis,787,60000000
Heavens Gate,12000,1500000,English,Michael Cimino,1980,Adventure|Drama|Western,1000,fall,http://www.imdb.com/title/tt0080855/?ref_=fn_tt_tt_1,1,6.8,1890s|hired gun|immigrant|johnson county war|sheriff,2.35,102,USA,325,0,517,2,Isabelle Huppert,189,Color,11/19/1980 0:00,14255,Sam Waterston,678,9830,Jeff Bridges,849,44000000
Hells Angels,431,,English,Howard Hughes,1930,Drama|War,279,fall,http://www.imdb.com/title/tt0020960/?ref_=fn_tt_tt_1,3,7.8,bomb|bombing mission|munitions|oxford|royal flying corps,1.2,35,USA,96,1,177,5,James Hall,53, Black and White,11/15/1930 0:00,457,Marian Marsh,4,3753,Jean Harlow,12,3950000
Hes Just Not That Into You,97,93952276,English,Ken Kwapis,2009,Comedy|Drama|Romance,12000,winter,http://www.imdb.com/title/tt1001508/?ref_=fn_tt_tt_1,1,6.4,advertising|bar|dating|lingerie slip|six word title,2.35,161,USA,129,7,42,4,Sachiko Ishida,203,Color,2/6/2009 0:00,318,Sabrina Revelle,49,132048,Carmen Perez,50,40000000
Howls Moving Castle,23000,4710455,Japanese,Hayao Miyazaki,2004,Adventure|Animation|Family|Fantasy,13000,spring,http://www.imdb.com/title/tt0347149/?ref_=fn_tt_tt_1,1.5,8.2,anime|castle|demon|steampunk|witch,1.85,212,Japan,119,0,6000,4,Jean Simmons,330,Color,6/17/2005 0:00,24263,Blythe Danner,422,214091,Christian Bale,713,24000000
I Dont Know How She Does It,2000,9639242,English,Douglas McGrath,2011,Comedy|Romance,0,summer,http://www.imdb.com/title/tt1742650/?ref_=fn_tt_tt_1,2.5,4.9,black comedy|delivery boy|dinner|gym|punishment,1.85,169,USA,89,0,41,4,Jessica Szohr,68,Color,9/16/2011 0:00,5470,Busy Philipps,847,16437,Olivia Munn,1000,24000000
"I Love You, Dont Touch Me!",238,33598,English,Julie Davis,1997,Comedy|Romance,97,winter,http://www.imdb.com/title/tt0130019/?ref_=fn_tt_tt_1,4,5.4,female frontal nudity|female rear nudity|title directed by female|virgin|written and directed by cast member,,5,USA,86,1,12,4,Tim DeZarn,15,Color,2/20/1998 0:00,623,Meredith Scott Lynn,117,405,Jack McGee,166,
Im Not There.,23000,4001121,English,Todd Haynes,2007,Biography|Drama|Music,0,fall,http://www.imdb.com/title/tt0368794/?ref_=fn_tt_tt_1,,7,1960s|actor|horseback riding|reporter|riding the rails,2.35,231,USA,135,0,162,4,Tyrone Benskin,230, Black and White,12/7/2007 0:00,36398,Heath Ledger,228,48346,Christian Bale,13000,20000000
Intolerance: Loves Struggle Throughout the Ages,436,,,D.W. Griffith,1916,Drama|History|War,691,summer,http://www.imdb.com/title/tt0006864/?ref_=fn_tt_tt_1,3,8,huguenot|intolerance|medicis|protestant|wedding,1.33,69,USA,123,1,204,1,Walter Long,88, Black and White,9/5/1916 0:00,481,Mae Marsh,9,10718,Lillian Gish,22,385907
Isnt She Great,944,2954405,English,Andrew Bergman,2000,Biography|Comedy|Romance,133,winter,http://www.imdb.com/title/tt0141399/?ref_=fn_tt_tt_1,4,5.3,autistic son|cancer|female protagonist|new york city|son,1.85,63,USA,95,0,31,4,John Larroquette,64,Color,1/28/2000 0:00,2928,Nathan Lane,450,1977,Stockard Channing,886,36000000
"Its a Mad, Mad, Mad, Mad World",924,46300000,English,Stanley Kramer,1963,Action|Adventure|Comedy|Crime,0,fall,http://www.imdb.com/title/tt0057193/?ref_=fn_tt_tt_1,3.5,7.6,california|desert|dying words|money|race,2.76,61,USA,197,0,176,0,Spencer Tracy,344,Color,12/2/1963 0:00,4109,Sid Caesar,760,29323,Jonathan Winters,898,9400000
Its a Wonderful Afterlife,1000,,English,Gurinder Chadha,2010,Comedy|Drama|Horror|Romance,695,spring,http://www.imdb.com/title/tt1319716/?ref_=fn_tt_tt_1,0.5,5.4,afterlife|indian|murder|overweight woman|police,2.35,31,UK,100,1,98,2,Shabana Azmi,16,Color,4/21/2010 0:00,2227,Mark Addy,95,1250,Sendhil Ramamurthy,891,10000000
Its a Wonderful Life,488,,English,Frank Capra,1946,Drama|Family|Fantasy|Romance,41000,winter,http://www.imdb.com/title/tt0038650/?ref_=fn_tt_tt_1,1.5,8.6,angel|bank|guardian angel|second chance|small town life,1.37,206,USA,118,0,964,1,Thomas Mitchell,706,Color,1/7/1947 0:00,1844,Lionel Barrymore,248,275720,Donna Reed,275,3180000
Its All Gone Pete Tong,326,120620,English,Michael Dowse,2004,Biography|Comedy|Drama|Music,0,spring,http://www.imdb.com/title/tt0388139/?ref_=fn_tt_tt_1,2.5,7.4,deafness|disappearance|ears|ibiza|musician,2.35,58,UK,90,1,31,4,Kate Magowan,67,Color,5/27/2005 0:00,865,Neil Maskell,137,16828,Paul Kaye,246,
Its Always Sunny in Philadelphia            ,813,,English,,,Comedy,0,Fail,http://www.imdb.com/title/tt0472954/?ref_=fn_tt_tt_1,,8.8,alcohol|bad taste humour|crude humor|loser|self obsession,1.33,79,USA,22,5,,Series_No_Date,Glenn Howerton,151,Color,No date,1784,Kaitlin Olson,424,133415,Rob McElhenney,547,
Its Complicated,11000,112703470,English,Nancy Meyers,2009,Comedy|Drama|Romance,0,winter,http://www.imdb.com/title/tt1230414/?ref_=fn_tt_tt_1,3,6.6,affair|divorce|graduation|vomiting|watching television,1.85,187,USA,120,2,278,4,Zoe Kazan,214,Color,12/25/2009 0:00,15226,Hunter Parrish,963,69860,Meryl Streep,2000,85000000
Its Kind of a Funny Story,943,6350058,English,Anna Boden,2010,Comedy|Drama|Romance,20000,fall,http://www.imdb.com/title/tt0804497/?ref_=fn_tt_tt_1,4,7.2,based on novel|depression|psychiatric ward|suicide attempt|therapy,1.85,163,USA,101,3,16,4,Jim Gaffigan,150,Color,10/8/2010 0:00,2786,Jeremy Davies,472,106098,Zo\xc3\xab Kravitz,769,8000000
Jennifers Body,24000,16204793,English,Karyn Kusama,2009,Comedy|Fantasy|Horror,6000,summer,http://www.imdb.com/title/tt1131734/?ref_=fn_tt_tt_1,2.5,5.1,cannibalism|cheerleader|condom|hook for hand|satanic ritual,1.85,300,USA,107,1,45,4,Cynthia Stevenson,294,Color,9/18/2009 0:00,24805,Amy Sedaris,271,92712,J.K. Simmons,396,16000000
Jesus Son,745,1282084,English,Alison Maclean,1999,Drama,500,summer,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,4.5,7,hospital|love|mennonite|shower|song,2.35,74,USA,107,1,7,4,Mark Webber,87,Color,7/7/2000 0:00,2125,Samantha Morton,442,6221,Billy Crudup,631,2500000
Kings Ransom,927,4006906,English,Jeffrey W. Byrd,2005,Comedy|Crime,83,spring,http://www.imdb.com/title/tt0388183/?ref_=fn_tt_tt_1,3.5,4.1,hit in the crotch|kidnapping|nail gun|police|release from prison,1.85,23,USA,95,7,2,4,Regina Hall,20,Color,4/22/2005 0:00,4990,Loretta Devine,807,3229,Donald Faison,912,15000000
Lauberge espagnole,809,3895664,French,C\xc3\xa9dric Klapisch,2002,Comedy|Drama,0,spring,http://www.imdb.com/title/tt0283900/?ref_=fn_tt_tt_1,4,7.3,apartment|erasmus|language|student|trip,1.85,88,France,111,0,82,4,Iddo Goldberg,149,Color,6/20/2003 0:00,1858,C\xc3\xa9cile De France,269,34383,Romain Duris,447,5300000
Lee Daniels The Butler,15000,116631310,English,Lee Daniels,2013,Biography|Drama,41000,summer,http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1,,7.2,butler|civil rights|hotel|president|white house,1.85,304,USA,132,0,304,4,Vanessa Redgrave,323,Color,8/16/2013 0:00,20035,David Oyelowo,898,87665,Alex Pettyfer,1000,30000000
Legend of the Guardians: The Owls of GaHoole,2000,55673333,English,Zack Snyder,2010,Action|Adventure|Animation|Family|Fantasy,16000,summer,http://www.imdb.com/title/tt1219342/?ref_=fn_tt_tt_1,,7,barn owl|escape|owl|ruler|soldier,2.35,188,USA,101,1,0,6,Anthony LaPaglia,160,Color,9/19/2010 0:00,4286,Richard Roxburgh,577,65785,Abbie Cornish,653,80000000
Legends of Oz: Dorothys Return,2000,8460990,English,Will Finn,2013,Adventure|Animation|Family|Fantasy|Musical,5000,spring,http://www.imdb.com/title/tt0884726/?ref_=fn_tt_tt_1,,5.6,jester|kansas|oz|princess|tornado,,51,USA,88,1,6,4,Jim Belushi,54,Color,5/9/2014 0:00,6946,Oliver Platt,854,5116,Lea Michele,1000,70000000
Lets Be Cops,839,82389560,English,Luke Greenfield,2014,Comedy,14000,summer,http://www.imdb.com/title/tt1924435/?ref_=fn_tt_tt_1,,6.5,friendship between men|impersonating a police officer|mobster|party|police officer,1.85,129,USA,104,1,42,2,James DArcy,147,Color,8/13/2014 0:00,3627,Damon Wayans Jr.,613,106820,Rob Riggle,756,17000000
Lets Go to Prison,812,4613815,English,Bob Odenkirk,2006,Comedy|Crime,931,fall,http://www.imdb.com/title/tt0454987/?ref_=fn_tt_tt_1,1.5,6,illinois|judge|male full back nudity|revenge|wine tasting,1.85,46,USA,90,0,0,4,Amy Hill,58,Color,11/17/2006 0:00,1566,Chi McBride,242,19622,Dylan Baker,466,
Lets Kill Wards Wife,927,,English,Scott Foley,2014,Comedy|Crime,0,winter,http://www.imdb.com/title/tt2980708/?ref_=fn_tt_tt_1,0.5,5.4,apology|death|group of friends|sex|toilet,,13,USA,82,2,0,1,Dagmara Dominczyk,11,Color,12/23/2014 0:00,2469,Greg Grunberg,316,4247,Donald Faison,833,5000000
Logans Run,1000,25000000,English,Michael Anderson,1976,Action|Adventure|Sci-Fi,0,summer,http://www.imdb.com/title/tt0074812/?ref_=fn_tt_tt_1,,6.8,cat|computer|cult film|runner|sanctuary,2.35,112,USA,119,1,23,2,Peter Ustinov,242,Color,6/23/1976 0:00,2951,Jenny Agutter,440,39847,Farrah Fawcett,659,9000000
Losin It,10000,,English,Curtis Hanson,1983,Comedy|Drama|Family,168,spring,http://www.imdb.com/title/tt0085868/?ref_=fn_tt_tt_1,3.5,4.8,apostrophe in title|bare breasts|friendship between men|teen sex comedy|two word title,,7,Canada,100,0,161,4,Rick Rossovich,16,Color,4/22/1983 0:00,11059,Shelley Long,172,3114,Tom Cruise,422,7000000
Loves Abiding Joy,702,252726,,Michael Landon Jr.,2006,Drama|Family|Western,76,Fail,http://www.imdb.com/title/tt0785025/?ref_=fn_tt_tt_1,,7.2,19th century|faith|mayor|ranch|sheriff,,5,USA,87,0,84,No weekday,Brianna Brown,18,Color,No date,2715,Kevin Gage,331,1289,William Morgan Sheppard,366,3000000
Madagascar 3: Europes Most Wanted,851,216366733,English,Eric Darnell,2012,Adventure|Animation|Comedy|Family,17000,spring,http://www.imdb.com/title/tt1277953/?ref_=fn_tt_tt_1,2.5,6.9,animal|circus|island name in title|lemur|penguin,1.85,211,USA,93,0,35,4,Cedric the Entertainer,154,Color,6/8/2012 0:00,2444,Martin Short,436,119213,Jada Pinkett Smith,770,145000000
Madeas Family Reunion,1000,63231524,English,Tyler Perry,2006,Comedy|Drama|Romance,676,winter,http://www.imdb.com/title/tt0455612/?ref_=fn_tt_tt_1,3,5,cross dressing|family reunion|madea series|reflective|sister sister relationship,1.85,46,USA,107,4,0,4,Blair Underwood,137,Color,2/24/2006 0:00,5264,Cicely Tyson,685,8962,Boris Kodjoe,907,6000000
Madeas Witness Protection,982,65623128,English,Tyler Perry,2012,Comedy|Crime|Drama,0,summer,http://www.imdb.com/title/tt2215285/?ref_=fn_tt_tt_1,3,4.8,critically bashed|culture shock|interracial relationship|madea series|ponzi scheme,1.85,31,USA,114,5,0,4,Romeo Miller,50,Color,6/29/2012 0:00,2753,Tom Arnold,582,7354,John Amos,618,20000000
Malibus Most Wanted,833,34308901,English,John Whitesell,2003,Comedy|Crime,0,spring,http://www.imdb.com/title/tt0328099/?ref_=fn_tt_tt_1,,5.1,los angeles california|person in car trunk|racial impersonation|south asian|street gang,2.35,37,USA,86,3,14,4,Blair Underwood,87,Color,4/18/2003 0:00,4435,Regina Hall,685,15939,Greg Grunberg,807,16000000
Maos Last Dancer,989,4806750,English,Bruce Beresford,2009,Biography|Drama|Music|Romance,0,fall,http://www.imdb.com/title/tt1071812/?ref_=fn_tt_tt_1,4.5,7.4,ballet|beijing|dancer|love|village,1.85,83,Australia,117,0,78,4,Aden Young,53,Color,10/1/2010 0:00,1598,Suzie Steen,238,6091,Bruce Greenwood,258,
Marilyn Hotchkiss Ballroom Dancing and Charm School,882,333658,English,Randall Miller,1990,Comedy|Family|Musical|Romance|Short,16,Fail,http://www.imdb.com/title/tt0283465/?ref_=fn_tt_tt_1,4,7.1,student film|wonder years,,1,USA,34,0,19,No_Date,Michael Bower,2,Color,No date,1967,Elden Henson,362,97,William Hurt,577,34000
Marvins Room,29000,12782508,English,Jerry Zaks,1996,Drama,1000,winter,http://www.imdb.com/title/tt0116999/?ref_=fn_tt_tt_1,4,6.7,house|leukemia|mental institution|nursing home|transplant,1.85,45,USA,98,2,4,4,Meryl Streep,71,Color,2/28/1997 0:00,63194,Robert De Niro,11000,20163,Leonardo DiCaprio,22000,23000000
Max Keebles Big Move,833,17292381,English,Tim Hill,2001,Comedy|Crime|Family,371,fall,http://www.imdb.com/title/tt0273799/?ref_=fn_tt_tt_1,2,5.3,bully|moving|principal|revenge|school,1.85,37,USA,91,0,25,4,Larry Miller,69,Color,10/5/2001 0:00,4551,Amber Valletta,611,5794,Noel Fisher,626,12000000
McHales Navy            ,870,,English,,,Comedy|War,455,Fail,http://www.imdb.com/title/tt0055689/?ref_=fn_tt_tt_1,1.5,7.5,american soldier|naval uniform|navy|patrol boat|uniform,4,4,USA,30,1,,Series_No_Date,Bob Hastings,18, Black and White,No date,1610,Gavin MacLeod,253,1558,Tim Conway,284,
Meeks Cutoff,991,977600,English,Kelly Reichardt,2010,Drama|Western,0,spring,http://www.imdb.com/title/tt1518812/?ref_=fn_tt_tt_1,1,6.5,desert|oregon|survival|trust|water,1.33,200,USA,104,1,129,4,Shirley Henderson,98,Color,4/15/2011 0:00,3427,Zoe Kazan,887,8204,Bruce Greenwood,962,
Mo Better Blues,18000,16153600,English,Spike Lee,1990,Drama|Music|Romance,720,summer,http://www.imdb.com/title/tt0100168/?ref_=fn_tt_tt_1,1,6.5,comeback|friend|jazz|stage|trumpet,1.85,23,USA,129,1,0,4,Charlie Murphy,30,Color,8/3/1990 0:00,19065,Nicholas Turturro,203,8295,Denzel Washington,269,10000000
Moms Night Out,589,10429707,English,Andrew Erwin,2014,Comedy,0,spring,http://www.imdb.com/title/tt3014666/?ref_=fn_tt_tt_1,3.5,5.4,blogger|pastor|reference to the shawshank redemption|taser|tasered,2.35,49,USA,98,,10,4,Patricia Heaton,125,Color,5/9/2014 0:00,2705,Sarah Drew,402,10483,Alex Kendrick,416,5000000
Monsters Ball,13000,31252964,English,Marc Forster,2001,Drama|Romance,0,winter,http://www.imdb.com/title/tt0285742/?ref_=fn_tt_tt_1,3.5,7.1,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,2.35,153,USA,112,1,395,4,Marcus Lyle Brown,522,Color,3/1/2002 0:00,13707,Peter Boyle,80,71495,Heath Ledger,595,4000000
Mozarts Sister,24,706622,French,Ren\xc3\xa9 F\xc3\xa9ret,2010,Biography|Drama|Music|Romance,0,Fail,http://www.imdb.com/title/tt1653911/?ref_=fn_tt_tt_1,4.5,6.4,mozart|musical prodigy|royal court|singer|talent,1.85,50,France,120,2,0,No_Date,Marie F\xc3\xa9ret,17,Color,No date,53,Clovis Fouin,9,1213,Nicolas Giraud,12,
Mr. Beans Holiday,328,32553210,English,Steve Bendelack,2007,Comedy|Family,0,summer,http://www.imdb.com/title/tt0453451/?ref_=fn_tt_tt_1,3.5,6.3,camcorder|cannes|director|lost passport|train,1.85,151,UK,90,0,68,4,Steve Pemberton,235,Color,8/24/2007 0:00,794,Emma de Caunes,100,88714,Lily Atkinson,132,25000000
Mr. Hollands Opus,975,82528097,English,Stephen Herek,1995,Drama|Music,0,winter,http://www.imdb.com/title/tt0113862/?ref_=fn_tt_tt_1,3,7.3,1990s|high school|high school teacher|teacher inspires students|teaching,2.35,42,USA,143,1,65,4,Jean Louisa Kelly,154,Color,1/19/1996 0:00,2223,Olympia Dukakis,320,30230,Alicia Witt,345,6500000
Mr. Poppers Penguins,1000,68218041,English,Mark Waters,2011,Comedy|Family|Fantasy,14000,spring,http://www.imdb.com/title/tt1396218/?ref_=fn_tt_tt_1,2,6,father|penguin|snowglobe|son|winter,1.85,189,USA,94,1,70,4,Philip Baker Hall,108,Color,6/17/2011 0:00,2820,Ophelia Lovibond,497,67191,Madeline Carroll,549,55000000
My Babys Daddy,873,17321573,English,Cheryl Dunye,2004,Comedy,151,winter,http://www.imdb.com/title/tt0332712/?ref_=fn_tt_tt_1,,4.5,animal costume|break up|fatherhood|rapper|talking baby,1.85,33,USA,86,5,17,4,Bai Ling,18,Color,1/9/2004 0:00,3646,Marsha Thomason,581,3119,Michael Imperioli,691,
My Best Friends Girl,1000,19151864,English,Howard Deutch,2008,Comedy|Romance,0,summer,http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1,3.5,5.9,breasts|female rear nudity|jesus crust pizza parlor|thong panties|wedding,1.85,80,USA,112,3,41,4,Riki Lindhome,100,Color,9/19/2008 0:00,3301,Taran Killam,490,36983,Dane Cook,500,40000000
My Best Friends Wedding,8000,126805112,English,P.J. Hogan,1997,Comedy|Romance,0,spring,http://www.imdb.com/title/tt0119738/?ref_=fn_tt_tt_1,,6.3,best friend|chick flick|male female friendship|promise|wedding,2.35,84,USA,105,1,29,4,Rupert Everett,169,Color,6/20/1997 0:00,12344,Christopher Masterson,692,98199,Julia Roberts,1000,46000000
My Bosss Daughter,869,15549702,English,David Zucker,2003,Comedy|Romance,411,summer,http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1,2,4.6,boss' daughter|crush|house sitter|housesitting|love interest,1.85,56,USA,90,2,119,4,Molly Shannon,123,Color,8/22/2003 0:00,3007,Tyler Labine,636,24038,Carmen Electra,779,14000000
My Sisters Keeper,673,49185998,English,Nick Cassavetes,2009,Drama,15000,summer,http://www.imdb.com/title/tt1078588/?ref_=fn_tt_tt_1,1,7.4,hospital|leukemia|oncology|sick child|terminal illness,2.35,148,USA,109,2,415,4,Jeffrey Markle,184,Color,6/26/2009 0:00,1775,Sofia Vassilieva,228,74476,Jason Patric,489,30000000
National Lampoons Vacation,816,61400000,English,Harold Ramis,1983,Adventure|Comedy,0,summer,http://www.imdb.com/title/tt0085995/?ref_=fn_tt_tt_1,4.5,7.4,amusement park|dog|family vacation|national lampoon series|vacation,1.85,55,USA,98,1,11000,4,Jane Krakowski,183,Color,7/29/1983 0:00,3617,Randy Quaid,624,71183,Beverly DAngelo,695,15000000
Neal N Nikki,374,100358,English,Arjun Sablok,2005,Comedy|Musical|Romance,66,Fail,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,1,3.3,interrupted sex|kiss|love|mistaken sex scene|sex in car,2.35,5,India,97,2,0,No_Date,Samantha McLeod,24,Color,No date,602,Uday Chopra,40,1167,Abhishek Bachchan,145,1500000
New Years Eve,22000,54540525,English,Garry Marshall,2011,Comedy|Romance,20000,fall,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,3,5.7,expecting|kiss|new year|new year's eve|singer,1.85,200,USA,113,15,0,4,Seth Meyers,134,Color,12/9/2011 0:00,23456,Common,307,66579,Robert De Niro,988,56000000
Nick and Norahs Infinite Playlist,904,31487293,English,Peter Sollett,2008,Comedy|Drama|Music|Romance,0,fall,http://www.imdb.com/title/tt0981227/?ref_=fn_tt_tt_1,2.5,6.7,band|gay|gay friend|love|night,1.85,166,USA,90,2,6,4,Aaron Yoo,129,Color,10/3/2008 0:00,2807,Alexis Dziena,617,74887,Ari Graynor,715,9000000
Nims Island,18000,48006503,English,Jennifer Flackett,2008,Adventure|Comedy|Family|Fantasy,0,spring,http://www.imdb.com/title/tt0410377/?ref_=fn_tt_tt_1,0.5,6,author|girl|island|reading|scientist,2.35,139,USA,96,3,3,4,Christopher James Baker,110,Color,4/4/2008 0:00,18178,Anthony Simcoe,35,28109,Gerard Butler,82,37000000
No Mans Land: The Rise of Reeker,633,,English,Dave Payne,2008,Horror|Thriller,153,winter,http://www.imdb.com/title/tt1090671/?ref_=fn_tt_tt_1,1,4.9,death|desert|robber|sheriff|waitress,1.78,21,USA,88,0,0,4,Robert Pine,31,Color,1/2/2009 0:00,2620,Lew Temple,332,2701,Mircea Monroe,597,2000000
Oceans Eleven,11000,183405771,English,Steven Soderbergh,2001,Crime|Thriller,0,fall,http://www.imdb.com/title/tt0240772/?ref_=fn_tt_tt_1,4.5,7.8,card dealer|casino|criminal mastermind|recruiting|ulcer,2.35,186,USA,116,4,0,4,Elliott Gould,845,Color,12/7/2001 0:00,13028,Bernie Mac,471,402645,Brad Pitt,1000,85000000
Oceans Thirteen,14000,117144465,English,Steven Soderbergh,2007,Crime|Thriller,0,spring,http://www.imdb.com/title/tt0496806/?ref_=fn_tt_tt_1,,6.9,casino|heist|manmade earthquake|revenge|tunnel boring machine,2.35,238,USA,122,3,0,4,Brad Pitt,288,Color,6/8/2007 0:00,43499,Matt Damon,11000,256928,Al Pacino,13000,85000000
Oceans Twelve,11000,125531634,English,Steven Soderbergh,2004,Crime|Thriller,0,fall,http://www.imdb.com/title/tt0349903/?ref_=fn_tt_tt_1,1,6.4,father daughter relationship|heist|pretending to be pregnant|sequel|thief,2.35,198,USA,125,0,0,4,Mini Anden,627,Color,12/10/2004 0:00,19359,Julia Roberts,350,284852,Brad Pitt,8000,110000000
On Her Majestys Secret Service,803,22800000,English,Peter R. Hunt,1969,Action|Adventure|Thriller,0,fall,http://www.imdb.com/title/tt0064757/?ref_=fn_tt_tt_1,3,6.8,bond girl|british|mission|portugal|switzerland,2.35,143,UK,142,2,13,3,Desmond Llewelyn,452,Color,12/18/1969 0:00,1769,George Lazenby,244,59941,Telly Savalas,314,7000000
One Flew Over the Cuckoos Nest,888,112000000,English,Milos Forman,1975,Drama,32000,fall,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,4,8.7,1960s|escape|mental institution|nurse|sexuality,1.85,149,USA,133,0,869,4,Louise Fletcher,760,Color,11/21/1975 0:00,2176,Michael Berryman,425,680041,Scatman Crothers,721,4400000
